Time	Sample	Type	chan	num	Aux
00:00.436	109	N	1	0	
00:01.356	339	N	1	0	
00:02.272	568	N	1	0	
00:03.176	794	N	1	0	
00:04.088	1022	N	1	0	
00:05.024	1256	N	1	0	
00:05.960	1490	N	1	0	
00:06.808	1702	N	1	0	
00:07.764	1941	N	1	0	
00:08.700	2175	N	1	0	
00:09.620	2405	N	1	0	
00:10.552	2638	N	1	0	
00:11.496	2874	N	1	0	
00:12.404	3101	N	1	0	
00:13.280	3320	N	1	0	
00:14.236	3559	N	1	0	
00:15.116	3779	N	1	0	
00:15.932	3983	N	1	0	
00:16.892	4223	N	1	0	
00:17.756	4439	N	1	0	
00:18.276	4569	N	1	0	
00:18.680	4670	N	1	0	
00:19.584	4896	N	1	0	
00:20.480	5120	N	1	0	
00:21.316	5329	N	1	0	
00:22.232	5558	N	1	0	
00:23.116	5779	N	1	0	
00:23.440	5860	N	1	0	
00:23.988	5997	N	1	0	
00:24.848	6212	N	1	0	
00:25.704	6426	N	1	0	
00:26.400	6600	N	1	0	
00:27.360	6840	N	1	0	
00:28.216	7054	N	1	0	
00:29.060	7265	N	1	0	
00:29.892	7473	N	1	0	
00:30.720	7680	N	1	0	
00:31.544	7886	N	1	0	
00:32.364	8091	N	1	0	
00:33.184	8296	N	1	0	
00:33.996	8499	N	1	0	
00:34.804	8701	N	1	0	
00:35.612	8903	N	1	0	
00:36.420	9105	N	1	0	
00:37.224	9306	N	1	0	
00:38.032	9508	N	1	0	
00:38.840	9710	N	1	0	
00:39.640	9910	N	1	0	
00:40.424	10106	N	1	0	
00:41.248	10312	N	1	0	
00:42.052	10513	N	1	0	
00:42.872	10718	N	1	0	
00:43.688	10922	N	1	0	
00:44.504	11126	N	1	0	
00:45.324	11331	N	1	0	
00:46.124	11531	N	1	0	
00:46.968	11742	N	1	0	
00:47.796	11949	N	1	0	
00:48.624	12156	N	1	0	
00:49.464	12366	N	1	0	
00:50.300	12575	N	1	0	
00:51.136	12784	N	1	0	
00:51.968	12992	N	1	0	
00:52.800	13200	N	1	0	
00:53.636	13409	N	1	0	
00:54.468	13617	N	1	0	
00:55.304	13826	N	1	0	
00:56.148	14037	N	1	0	
00:56.984	14246	N	1	0	
00:57.820	14455	N	1	0	
00:58.648	14662	N	1	0	
00:59.484	14871	N	1	0	
01:00.312	15078	N	1	0	
01:01.140	15285	N	1	0	
01:01.976	15494	N	1	0	
01:02.808	15702	N	1	0	
01:03.644	15911	N	1	0	
01:04.480	16120	N	1	0	
01:05.308	16327	N	1	0	
01:06.136	16534	N	1	0	
01:06.960	16740	N	1	0	
01:07.788	16947	N	1	0	
01:08.616	17154	N	1	0	
01:09.444	17361	N	1	0	
01:10.276	17569	N	1	0	
01:11.092	17773	N	1	0	
01:11.912	17978	N	1	0	
01:12.724	18181	N	1	0	
01:13.532	18383	N	1	0	
01:14.344	18586	N	1	0	
01:15.156	18789	N	1	0	
01:15.964	18991	N	1	0	
01:16.768	19192	N	1	0	
01:17.580	19395	N	1	0	
01:18.392	19598	N	1	0	
01:19.196	19799	N	1	0	
01:20.000	20000	N	1	0	
01:20.800	20200	N	1	0	
01:21.612	20403	N	1	0	
01:22.420	20605	N	1	0	
01:23.236	20809	N	1	0	
01:24.060	21015	N	1	0	
01:24.892	21223	N	1	0	
01:25.736	21434	N	1	0	
01:26.568	21642	N	1	0	
01:27.404	21851	N	1	0	
01:28.240	22060	N	1	0	
01:28.880	22220	N	1	0	
01:29.800	22450	N	1	0	
01:30.640	22660	N	1	0	
01:31.468	22867	N	1	0	
01:32.268	23067	N	1	0	
01:33.124	23281	N	1	0	
01:33.944	23486	N	1	0	
01:34.772	23693	N	1	0	
01:35.596	23899	N	1	0	
01:36.408	24102	N	1	0	
01:37.232	24308	N	1	0	
01:38.048	24512	N	1	0	
01:38.860	24715	N	1	0	
01:39.668	24917	N	1	0	
01:40.476	25119	N	1	0	
01:41.284	25321	N	1	0	
01:42.084	25521	N	1	0	
01:42.880	25720	N	1	0	
01:43.676	25919	N	1	0	
01:44.468	26117	N	1	0	
01:45.252	26313	N	1	0	
01:46.032	26508	N	1	0	
01:46.816	26704	N	1	0	
01:47.600	26900	N	1	0	
