Time	Sample	Type	chan	num	Aux
00:00.024	6	|	1	0	
00:00.764	191	N	1	0	
00:01.516	379	|	1	0	
00:02.192	548	N	1	0	
00:02.812	703	|	1	0	
00:03.240	810	|	1	0	
00:04.036	1009	|	1	0	
00:04.496	1124	N	1	0	
00:05.224	1306	|	1	0	
00:05.972	1493	N	1	0	
00:06.732	1683	|	1	0	
00:07.468	1867	N	1	0	
00:08.208	2052	N	1	0	
00:08.940	2235	N	1	0	
00:09.664	2416	N	1	0	
00:10.392	2598	N	1	0	
00:11.116	2779	N	1	0	
00:11.832	2958	N	1	0	
00:12.548	3137	N	1	0	
00:13.256	3314	N	1	0	
00:13.964	3491	|	1	0	
00:14.672	3668	|	1	0	
00:15.668	3917	N	1	0	
00:16.080	4020	N	1	0	
00:16.316	4079	N	1	0	
00:16.672	4168	|	1	0	
00:17.504	4376	N	1	0	
00:17.888	4472	N	1	0	
00:18.192	4548	N	1	0	
00:18.708	4677	|	1	0	
00:19.480	4870	|	1	0	
00:20.324	5081	|	1	0	
00:21.036	5259	N	1	0	
00:21.744	5436	N	1	0	
00:22.372	5593	|	1	0	
00:23.872	5968	N	1	0	
00:24.536	6134	|	1	0	
00:25.016	6254	N	1	0	
00:25.288	6322	N	1	0	
00:25.884	6471	N	1	0	
00:26.160	6540	N	1	0	
00:26.696	6674	N	1	0	
00:27.396	6849	N	1	0	
00:28.104	7026	|	1	0	
00:28.696	7174	N	1	0	
00:29.192	7298	|	1	0	
00:30.096	7524	|	1	0	
00:30.896	7724	|	1	0	
00:31.628	7907	N	1	0	
00:32.068	8017	|	1	0	
00:33.052	8263	N	1	0	
00:33.764	8441	N	1	0	
00:34.480	8620	N	1	0	
00:35.188	8797	N	1	0	
00:35.876	8969	N	1	0	
00:36.600	9150	N	1	0	
00:37.308	9327	N	1	0	
00:38.012	9503	N	1	0	
00:38.676	9669	N	1	0	
00:39.404	9851	N	1	0	
00:40.104	10026	N	1	0	
00:40.796	10199	N	1	0	
00:41.492	10373	N	1	0	
00:42.188	10547	N	1	0	
00:42.884	10721	N	1	0	
00:43.568	10892	N	1	0	
00:44.284	11071	N	1	0	
00:44.980	11245	N	1	0	
00:45.684	11421	N	1	0	
00:46.368	11592	N	1	0	
00:47.068	11767	N	1	0	
00:47.776	11944	N	1	0	
00:48.484	12121	N	1	0	
00:49.184	12296	N	1	0	
00:49.868	12467	N	1	0	
00:50.540	12635	N	1	0	
00:51.244	12811	N	1	0	
00:51.876	12969	N	1	0	
00:52.604	13151	N	1	0	
00:53.276	13319	N	1	0	
00:53.948	13487	N	1	0	
00:54.616	13654	N	1	0	
00:55.272	13818	N	1	0	
00:55.924	13981	N	1	0	
00:56.592	14148	N	1	0	
00:57.220	14305	N	1	0	
00:57.872	14468	N	1	0	
00:58.508	14627	N	1	0	
00:59.136	14784	N	1	0	
