Time	Sample	Type	chan	num	Aux
00:00.332	83	N	1	0	
00:01.112	278	N	1	0	
00:01.884	471	N	1	0	
00:02.660	665	N	1	0	
00:03.444	861	N	1	0	
00:04.232	1058	N	1	0	
00:05.024	1256	N	1	0	
00:05.704	1426	N	1	0	
00:06.600	1650	N	1	0	
00:07.372	1843	N	1	0	
00:08.064	2016	N	1	0	
00:08.884	2221	N	1	0	
00:09.640	2410	N	1	0	
00:10.336	2584	N	1	0	
00:11.164	2791	N	1	0	
00:11.916	2979	N	1	0	
00:12.692	3173	N	1	0	
00:13.464	3366	N	1	0	
00:14.248	3562	N	1	0	
00:15.024	3756	N	1	0	
00:15.768	3942	N	1	0	
00:16.584	4146	N	1	0	
00:17.348	4337	N	1	0	
00:18.092	4523	N	1	0	
00:18.820	4705	N	1	0	
00:19.564	4891	N	1	0	
00:20.300	5075	N	1	0	
00:20.728	5182	N	1	0	
00:21.648	5412	N	1	0	
00:22.384	5596	N	1	0	
00:23.028	5757	N	1	0	
00:23.860	5965	N	1	0	
00:24.596	6149	N	1	0	
00:25.328	6332	N	1	0	
00:26.064	6516	N	1	0	
00:26.808	6702	N	1	0	
00:27.540	6885	N	1	0	
00:28.276	7069	N	1	0	
00:29.028	7257	N	1	0	
00:29.780	7445	N	1	0	
00:30.528	7632	N	1	0	
00:31.168	7792	N	1	0	
00:32.036	8009	N	1	0	
00:32.784	8196	N	1	0	
00:33.240	8310	N	1	0	
00:33.552	8388	N	1	0	
00:34.260	8565	N	1	0	
00:35.004	8751	N	1	0	
00:35.656	8914	N	1	0	
00:36.472	9118	N	1	0	
00:37.196	9299	N	1	0	
00:37.936	9484	N	1	0	
00:38.664	9666	N	1	0	
00:39.392	9848	N	1	0	
00:40.112	10028	N	1	0	
00:40.824	10206	N	1	0	
00:41.532	10383	N	1	0	
00:42.240	10560	N	1	0	
00:42.932	10733	N	1	0	
00:43.628	10907	N	1	0	
00:44.316	11079	N	1	0	
00:44.996	11249	N	1	0	
00:45.672	11418	N	1	0	
00:46.360	11590	N	1	0	
00:47.044	11761	N	1	0	
