Time	Sample	Type	chan	num	Aux
00:00.488	122	N	1	0	
00:01.056	264	N	1	0	
00:01.900	475	N	1	0	
00:02.496	624	N	1	0	
00:03.252	813	N	1	0	
00:04.308	1077	N	1	0	
00:04.936	1234	N	1	0	
00:05.440	1360	N	1	0	
00:06.124	1531	N	1	0	
00:06.932	1733	N	1	0	
00:07.792	1948	N	1	0	
00:08.236	2059	N	1	0	
00:09.124	2281	N	1	0	
00:09.852	2463	N	1	0	
00:10.612	2653	N	1	0	
00:11.180	2795	N	1	0	
00:11.944	2986	N	1	0	
00:12.644	3161	N	1	0	
00:13.616	3404	N	1	0	
00:14.480	3620	|	1	0	
00:17.496	4374	|	1	0	
00:18.460	4615	|	1	0	
00:18.916	4729	N	1	0	
00:19.192	4798	|	1	0	
00:20.268	5067	|	1	0	
00:21.144	5286	N	1	0	
00:21.548	5387	|	1	0	
00:22.316	5579	N	1	0	
00:22.816	5704	N	1	0	
00:23.440	5860	N	1	0	
00:24.000	6000	N	1	0	
00:24.648	6162	N	1	0	
00:25.788	6447	N	1	0	
00:26.424	6606	N	1	0	
00:27.020	6755	N	1	0	
00:27.712	6928	N	1	0	
00:28.276	7069	N	1	0	
00:28.768	7192	N	1	0	
00:29.188	7297	N	1	0	
00:29.800	7450	N	1	0	
00:30.568	7642	N	1	0	
00:31.040	7760	N	1	0	
00:31.448	7862	N	1	0	
00:32.020	8005	N	1	0	
00:32.748	8187	N	1	0	
00:33.368	8342	N	1	0	
00:33.956	8489	N	1	0	
00:35.000	8750	N	1	0	
00:35.576	8894	N	1	0	
00:36.032	9008	N	1	0	
00:36.788	9197	N	1	0	
00:37.524	9381	N	1	0	
00:38.420	9605	N	1	0	
00:39.228	9807	N	1	0	
00:40.324	10081	N	1	0	
00:41.112	10278	N	1	0	
00:42.196	10549	N	1	0	
00:42.704	10676	N	1	0	
00:43.316	10829	N	1	0	
00:43.996	10999	N	1	0	
00:44.952	11238	N	1	0	
00:45.720	11430	N	1	0	
00:46.472	11618	N	1	0	
00:47.144	11786	N	1	0	
00:47.904	11976	N	1	0	
00:48.400	12100	N	1	0	
00:48.940	12235	N	1	0	
00:49.580	12395	N	1	0	
00:50.184	12546	N	1	0	
00:51.008	12752	N	1	0	
00:51.796	12949	N	1	0	
00:52.220	13055	N	1	0	
00:53.264	13316	N	1	0	
00:54.212	13553	N	1	0	
00:55.032	13758	N	1	0	
00:55.612	13903	N	1	0	
00:56.400	14100	N	1	0	
00:56.984	14246	N	1	0	
00:57.904	14476	N	1	0	
00:58.384	14596	N	1	0	
00:59.084	14771	N	1	0	
00:59.584	14896	N	1	0	
01:00.360	15090	N	1	0	
01:01.408	15352	N	1	0	
01:02.240	15560	N	1	0	
01:02.868	15717	N	1	0	
01:03.576	15894	N	1	0	
01:04.424	16106	N	1	0	
01:05.304	16326	N	1	0	
01:05.908	16477	N	1	0	
01:06.288	16572	|	1	0	
01:07.416	16854	|	1	0	
01:07.852	16963	N	1	0	
01:08.548	17137	N	1	0	
01:09.112	17278	N	1	0	
