Time	Sample	Type	chan	num	Aux
00:00.160	40	N	1	0	
00:01.092	273	N	1	0	
00:02.044	511	N	1	0	
00:02.992	748	N	1	0	
00:03.192	798	|	1	0	
00:03.564	891	|	1	0	
00:04.372	1093	|	1	0	
00:04.796	1199	|	1	0	
00:06.788	1697	|	1	0	
00:07.740	1935	N	1	0	
00:08.692	2173	N	1	0	
00:09.652	2413	|	1	0	
00:10.044	2511	|	1	0	
00:30.676	7669	|	1	0	
00:34.504	8626	|	1	0	
00:35.472	8868	N	1	0	
00:35.700	8925	|	1	0	
00:36.412	9103	N	1	0	
00:36.896	9224	|	1	0	
00:37.368	9342	N	1	0	
00:37.792	9448	|	1	0	
00:38.600	9650	N	1	0	
00:39.272	9818	|	1	0	
00:40.164	10041	|	1	0	
00:41.152	10288	N	1	0	
00:41.420	10355	|	1	0	
00:41.936	10484	N	1	0	
00:43.004	10751	N	1	0	
00:43.748	10937	|	1	0	
00:44.328	11082	N	1	0	
00:44.716	11179	|	1	0	
00:45.928	11482	|	1	0	
00:46.588	11647	N	1	0	
00:46.900	11725	N	1	0	
00:47.864	11966	N	1	0	
00:48.828	12207	N	1	0	
00:49.800	12450	N	1	0	
00:50.752	12688	|	1	0	
00:51.548	12887	N	1	0	
00:52.140	13035	N	1	0	
00:52.680	13170	N	1	0	
00:53.480	13370	N	1	0	
00:54.260	13565	N	1	0	
00:54.592	13648	N	1	0	
00:55.080	13770	|	1	0	
00:55.528	13882	N	1	0	
00:56.068	14017	N	1	0	
00:56.504	14126	N	1	0	
00:57.460	14365	N	1	0	
00:58.420	14605	N	1	0	
00:59.376	14844	N	1	0	
01:01.308	15327	N	1	0	
01:02.280	15570	|	1	0	
01:03.256	15814	N	1	0	
01:04.212	16053	N	1	0	
01:05.176	16294	N	1	0	
01:06.148	16537	N	1	0	
01:07.092	16773	N	1	0	
01:08.076	17019	N	1	0	
01:09.068	17267	N	1	0	
01:10.036	17509	N	1	0	
01:11.016	17754	N	1	0	
01:11.968	17992	N	1	0	
01:12.956	18239	N	1	0	
01:13.932	18483	N	1	0	
01:14.912	18728	N	1	0	
01:15.872	18968	N	1	0	
01:16.828	19207	N	1	0	
01:17.800	19450	N	1	0	
01:18.780	19695	N	1	0	
01:19.748	19937	N	1	0	
01:20.716	20179	N	1	0	
01:21.684	20421	N	1	0	
01:22.664	20666	N	1	0	
01:23.644	20911	N	1	0	
01:24.636	21159	N	1	0	
01:25.624	21406	N	1	0	
01:26.600	21650	N	1	0	
01:27.596	21899	N	1	0	
01:28.600	22150	N	1	0	
01:29.584	22396	N	1	0	
01:30.580	22645	N	1	0	
01:31.564	22891	N	1	0	
01:32.572	23143	N	1	0	
01:33.572	23393	N	1	0	
01:34.576	23644	N	1	0	
01:35.584	23896	N	1	0	
01:36.576	24144	N	1	0	
01:37.576	24394	N	1	0	
01:38.576	24644	N	1	0	
01:39.580	24895	N	1	0	
01:40.596	25149	N	1	0	
01:41.584	25396	N	1	0	
01:42.588	25647	N	1	0	
01:43.564	25891	N	1	0	
01:44.580	26145	N	1	0	
01:45.596	26399	N	1	0	
01:46.628	26657	N	1	0	
01:47.652	26913	N	1	0	
01:48.656	27164	N	1	0	
01:49.680	27420	N	1	0	
01:50.700	27675	N	1	0	
01:51.712	27928	N	1	0	
01:52.740	28185	N	1	0	
01:53.740	28435	N	1	0	
01:54.756	28689	N	1	0	
01:55.780	28945	N	1	0	
01:56.808	29202	N	1	0	
01:57.828	29457	N	1	0	
01:58.852	29713	N	1	0	
01:59.880	29970	N	1	0	
02:00.900	30225	N	1	0	
02:01.940	30485	N	1	0	
02:02.964	30741	N	1	0	
02:03.988	30997	N	1	0	
02:05.024	31256	N	1	0	
02:06.028	31507	N	1	0	
02:07.052	31763	N	1	0	
02:08.076	32019	N	1	0	
02:09.080	32270	N	1	0	
02:10.108	32527	N	1	0	
02:11.116	32779	N	1	0	
02:12.120	33030	N	1	0	
02:13.140	33285	N	1	0	
02:14.160	33540	N	1	0	
02:15.204	33801	N	1	0	
02:16.232	34058	N	1	0	
02:17.264	34316	N	1	0	
